,comments,notes,hotel_name
1565," Mon séjour au Riad Laly a été formidable. Le riad est une oasis de calme dans l'agitation de Marrakech, tout en étant très proche du centre. Le riad est meublé avec beaucoup d'amour et de confort. Le personnel était très attentif et gentil et le petit-déjeuner était excellent.",10.0,Riad Laly
1566, Moroccan style,8.0,Riad Laly
1567, Le quartier..,8.0,Riad Laly
1568," Quand on a testé le riad Laly, on y revient. Mourad et Samira sont au petit soin pendant tout votre séjour. 
Le riad est au calme et à 5 mn de la place Jemaa el fna et celle des Ferblantiers ,de la koutoubia, du palais Badi et du Molla . L'emplacement idéal pour découvrir Marrakech.
Le petit déjeuner est très copieux on ne manque de rien.",10.0,Riad Laly
1569," Tout est parfait au Riad Laly, l'accueil, la gentillesse, la disponibilité de Morad. La situation, les petits déjeuners, la terrasse au soleil.",10.0,Riad Laly
1570," Riad exceptionnel sur tous les niveaux : propreté, emplacement, service, personnel, petit déjeuner.
Nous sommes très satisfaits d’avoir séjourné dans ce Riad. Morad est quelqu’un de très accueillant et chaleureux, il nous a fourni un ensemble conseils qui nous ont bien aidé pour le planning de nos visites aux sites intéressants à Marrakech. 
Le Riad est facile à accéder depuis la grande place Jemaa El Fna, et très calme pourtant en plein Medina.
Nous remercions également Samira qui nous a servi tous les jours un très bon petit déjeuner avec du pain fait maison et du jus frais.
Le service de chambre est exceptionnel aussi, on dirait dans un hôtel 5 étoiles.
Bravo à toute l’équipe de Riad et merci pour votre accueil chaleureux.
Nous reviendrons sans hésitation.",10.0,Riad Laly
1571," Comme à chaque fois Morad et Samira sont au petit soin pour leurs hôtes. 
Tout est fait pour se sentir comme à la maison qu'on y revient à chaque fois.",10.0,Riad Laly
1572," Le lieu, le confort, la propreté et le personnel",9.0,Riad Laly
1573," La beauté du Riad, le confort et le calme des chambres, l'accueil des hôtes, la localisation, bref tout!",10.0,Riad Laly
1574," Riad très bien placé. Excellent rapport qualité prix.
Très jolie chambre avec une belle décoration marocaine.
Petit déjeuner copieux sur la terrasse.
Très bon accueil.",10.0,Riad Laly
1575," L'accueil,la chambre,le decor,le petit dejeuner...enfin tout etait parfait",10.0,Riad Saltana
1576," emplacement idéal, chambre confortable, personnel formidable",10.0,Riad Saltana
1577," Le personnel à la fois dis discret et très présent.
La vue sur l'océan et la médina",10.0,Riad Saltana
1578, L'accueil était extra. Le petit dej aussi. La chambre aussi. Bref au top. Et merci à Omar et Souaad qui sont au petits soins.,10.0,Riad Saltana
1579," un accueil très chaleureux, très à l'écoute et proche du voyageur
deux terrasses très agréables , vue sur mer
chambre et sanitaire très propre
très proche de la mer pour se baigner le matin avant de commencer la journée",8.0,Riad Saltana
1580," merci pour ces 2 jours !!! 
accueil au top ! 
petits déjeuners copieux et délicieux ! 
personnel aux petits soins !! 
merci !!",9.0,Riad Saltana
1581," La propreté, l'eau chaude, les produits et les serviettes.. Le petit déjeuné sur la terasse est également pas mal",8.0,Riad Saltana
1582," Riad Saltana est un charmant endroit, avec une décoration simple, raffinée et bien choisie. On s y sent très bien et les chambres sont très confortables; bref c'est un petit havre de paix! Le personnel y est très accueillant et aux petits soins chaque matin, pour servir un délicieux petit déjeuner différent chaque jour, qui nous permet de déguster différentes spécialités marocaines. Merci beaucoup à Omar et Souad pour leur sympathie et à Geraldine pour son chaleureux accueil.",8.0,Riad Saltana
1583," Service très accueillant, Souaad était très gentille. 
Grande chambre pour 3. 
Rooftop sympa.",8.0,Riad Saltana
1584, Emplacement,10.0,Riad Saltana
1585," Un accueil exceptionnel, chaleureux et professionnel, de la part de Hicham et de son équipe. Petits déjeuner et repas excellents avec de très bons produits et très copieux ! Un cadre magnifique, des chambres confortables. Tout était parfait !",10.0,Le petit Jardin
1586," La chambre sur le toit terrasse.
La chambre est très belle et bien décoré et très grande. Avec une grande terrasse juste pour cette chambre avec une vue dégagée 
Le thé de bienvenue et le Petit déjeuner était super! 
Habitant très sympathique.",9.0,Le petit Jardin
1587, Accueil toujours à votre service propreté et bien évidement le calme et la vue,10.0,Le petit Jardin
1588," Le calme absolu
Juste a côté il a le pont naturel d'imin ifri
Pas très loin la trace d'un dinosaure",8.0,Le petit Jardin
1589," Un accueil très chaleureux, l’emplacement est très calme super pour se reposer.
Le personnel est toujours à votre écoute et nous pouvons échanger c’était vraiment un très bon moment. 
Merci à vous",10.0,Le petit Jardin
1590," La vue , le calme à l écart de la ville",9.0,Le petit Jardin
1591," A deux pas du pont naturel d'Iminifri.
Repas délicieux, grande chambre.",9.0,Le petit Jardin
1592, L accueil par icham était parfait. Ses conseils étaient très utiles. Icham est très dévoué,10.0,Le petit Jardin
1593," Accueil, hospitalité, service, paysage",10.0,Le petit Jardin
1594," La vue, la cuisine",7.0,Le petit Jardin
1595, Propre. Très propre. Personnel simple et accueillant. Rapport qualité prix très bon.,10.0,Smarts Hotel
1596, Emplacement,7.0,Smarts Hotel
1597, oui,8.0,Smarts Hotel
1598, L'endroit magnifique est aussi l'hôtel propre,7.0,Smarts Hotel
1599, les chambres et le calme,8.0,Smarts Hotel
1600,"N'a pas aimé
 · Absence d'espaces communs en raison des travaux d'extension.",7.0,Smarts Hotel
1601, l’emplacement,6.0,Smarts Hotel
1602, Un bon emplacement de l’hotel...fallait bien mentionner qu’il y a les travaux !!ca m’a tellement dérangé!!,6.0,Smarts Hotel
1603, personnels et emplacement,6.0,Smarts Hotel
1604, Personnel aimable. Petit déjeuner copieux.,6.0,Smarts Hotel
1605," Mon séjour au Riad Laly a été formidable. Le riad est une oasis de calme dans l'agitation de Marrakech, tout en étant très proche du centre. Le riad est meublé avec beaucoup d'amour et de confort. Le personnel était très attentif et gentil et le petit-déjeuner était excellent.",10.0,Riad Laly
1606, Moroccan style,8.0,Riad Laly
1607, Le quartier..,8.0,Riad Laly
1608," Quand on a testé le riad Laly, on y revient. Mourad et Samira sont au petit soin pendant tout votre séjour. 
Le riad est au calme et à 5 mn de la place Jemaa el fna et celle des Ferblantiers ,de la koutoubia, du palais Badi et du Molla . L'emplacement idéal pour découvrir Marrakech.
Le petit déjeuner est très copieux on ne manque de rien.",10.0,Riad Laly
1609," Tout est parfait au Riad Laly, l'accueil, la gentillesse, la disponibilité de Morad. La situation, les petits déjeuners, la terrasse au soleil.",10.0,Riad Laly
1610," Riad exceptionnel sur tous les niveaux : propreté, emplacement, service, personnel, petit déjeuner.
Nous sommes très satisfaits d’avoir séjourné dans ce Riad. Morad est quelqu’un de très accueillant et chaleureux, il nous a fourni un ensemble conseils qui nous ont bien aidé pour le planning de nos visites aux sites intéressants à Marrakech. 
Le Riad est facile à accéder depuis la grande place Jemaa El Fna, et très calme pourtant en plein Medina.
Nous remercions également Samira qui nous a servi tous les jours un très bon petit déjeuner avec du pain fait maison et du jus frais.
Le service de chambre est exceptionnel aussi, on dirait dans un hôtel 5 étoiles.
Bravo à toute l’équipe de Riad et merci pour votre accueil chaleureux.
Nous reviendrons sans hésitation.",10.0,Riad Laly
1611," Comme à chaque fois Morad et Samira sont au petit soin pour leurs hôtes. 
Tout est fait pour se sentir comme à la maison qu'on y revient à chaque fois.",10.0,Riad Laly
1612," Le lieu, le confort, la propreté et le personnel",9.0,Riad Laly
1613," La beauté du Riad, le confort et le calme des chambres, l'accueil des hôtes, la localisation, bref tout!",10.0,Riad Laly
1614," Riad très bien placé. Excellent rapport qualité prix.
Très jolie chambre avec une belle décoration marocaine.
Petit déjeuner copieux sur la terrasse.
Très bon accueil.",10.0,Riad Laly
1615," L'accueil,la chambre,le decor,le petit dejeuner...enfin tout etait parfait",10.0,Riad Saltana
1616," emplacement idéal, chambre confortable, personnel formidable",10.0,Riad Saltana
1617," Le personnel à la fois dis discret et très présent.
La vue sur l'océan et la médina",10.0,Riad Saltana
1618, L'accueil était extra. Le petit dej aussi. La chambre aussi. Bref au top. Et merci à Omar et Souaad qui sont au petits soins.,10.0,Riad Saltana
1619," un accueil très chaleureux, très à l'écoute et proche du voyageur
deux terrasses très agréables , vue sur mer
chambre et sanitaire très propre
très proche de la mer pour se baigner le matin avant de commencer la journée",8.0,Riad Saltana
1620," merci pour ces 2 jours !!! 
accueil au top ! 
petits déjeuners copieux et délicieux ! 
personnel aux petits soins !! 
merci !!",9.0,Riad Saltana
1621," La propreté, l'eau chaude, les produits et les serviettes.. Le petit déjeuné sur la terasse est également pas mal",8.0,Riad Saltana
1622," Riad Saltana est un charmant endroit, avec une décoration simple, raffinée et bien choisie. On s y sent très bien et les chambres sont très confortables; bref c'est un petit havre de paix! Le personnel y est très accueillant et aux petits soins chaque matin, pour servir un délicieux petit déjeuner différent chaque jour, qui nous permet de déguster différentes spécialités marocaines. Merci beaucoup à Omar et Souad pour leur sympathie et à Geraldine pour son chaleureux accueil.",8.0,Riad Saltana
1623," Service très accueillant, Souaad était très gentille. 
Grande chambre pour 3. 
Rooftop sympa.",8.0,Riad Saltana
1624, Emplacement,10.0,Riad Saltana
1625," Super petit déjeuner, personnel accueillant, prêt à vous aider en cas de besoin, ils peuvent également vous organiser des excursions vers le toubkal, super qualité ! 
Superbe endroit, très propre et calme! Un p'tit paradis!",10.0,Riad Oussagou
1626, L'emplacement est super bien. L'hôte est gentil et serviable. La chambre était propre et bien entretenue. La bouffe était bonne malgré les choix limités. L'établissement en général est satisfaisant.,8.0,Riad Oussagou
1627," Chambre tres propre, lit confortable service toop",9.0,Riad Oussagou
1628," Le personnel excellent avec une gentillesse exemplaire, chambre bien équipée et la chambre avait une vue panoramique, ainsi que la terasse",10.0,Riad Oussagou
1629," Agréable séjour, l'hospitalité été très chaleureuse, personnel accueillant (Grand Merci à Hamid) nous a très bien accueillis, prêt à vous aider en cas de besoin, il était très sympa avec tout les membres de groupe.
Super petit déjeuner, excellent emplacement 10min à pied du centre d'imlil environ ce qui permet d'être au calme avec une vue magnifique sur montagne. Superbe endroit, très propre et calme, à revisiter sûrement.",10.0,Riad Oussagou
1630," endroit très propre et bien situé,le personnel très agréable et à l’écoute ,un grand merci à Hamid ainsi pour la dame qui cuisine ,on a mangé un vrai délice tagine",9.0,Riad Oussagou
1631," Tout est bon, je me sens en famille tout simplement ❤❤",10.0,Riad Oussagou
1632," La région, randonnées, les habitants, tagines, le personnel et en particulier Mr HAMID très réceptif et très gentil.",10.0,Riad Oussagou
1633," Le service / la propriété le calme 
Le personnel 
Tu te sens que t'es chez toi 
Un grand merci pour hamid le gérant de l'auberge",9.0,Riad Oussagou
1634, Excellent séjour. Les personnels au niveau d'attente. L'hébergement est magnifique,8.0,Riad Oussagou
1635," Très joli Riad, très bien décoré.
Bel emplacement dans la médina, dans un passage donnant sur une rue animée. Possibilité de se garer dans la rue à 300-500 mètres (moyennant finance).
Calme. 
Excellent petit déjeuner complet
Personnel gentil et aidant. 
Je recommande !",10.0,Riad Dar Soufa
1636," Au total, nous sommes restées 3 nuits à Dar Soufa, super accueil et riad au cœur de la médina de Rabat. La dernière nuit, malheureusement les nouvelles restrictions Covid sont tombés et la fermeture des frontières approchaient, nous avons alors pu découvrir une autre chambre, bleue, très jolie et confortable ! Les lits sont parfaits et les petits déjeuners, un délice ! Je recommande à 100% ce riad.",10.0,Riad Dar Soufa
